PlayerNBAId,PlayerNBAName,PlayerNBABirthDate,PlayerBREFId,PlayerBREFName,PlayerBREFBirthDate
891,Charles Oakley,1963-12-18,oaklech01,Charles Oakley,1963-12-18
892,Spud Webb,1963-07-13,webbsp01,Spud Webb,1963-07-13
893,Michael Jordan,1963-02-17,jordami01,Michael Jordan,1963-02-17
894,Ricky Pierce,1959-08-19,piercri01,Ricky Pierce,1959-08-19
895,Tyrone Corbin,1962-12-31,corbity01,Tyrone Corbin,1962-12-31
896,Tim Hardaway,1966-09-01,hardati01,Tim Hardaway,1966-09-01
897,Tim Perry,1965-06-04,perryti01,Tim Perry,1965-06-04
898,Blue Edwards,1965-10-31,edwarbl01,Blue Edwards,1965-10-31
899,Mark Price,1964-02-15,pricema01,Mark Price,1964-02-15
900,Matt Fish,1969-11-18,fishma01,Matt Fish,1969-11-18
901,Otis Thorpe,1962-08-05,thorpot01,Otis Thorpe,1962-08-05
902,Bimbo Coles,1968-04-22,colesbi01,Bimbo Coles,1968-04-22
903,Geert Hammink,1969-07-12,hammige01,Geert Hammink,1969-07-12
904,Chris Mullin,1963-07-30,mullich01,Chris Mullin,1963-07-30
905,Dale Davis,1969-03-25,davisda01,Dale Davis,1969-03-25
906,Haywoode Workman,1966-01-23,workmha01,Haywoode Workman,1966-01-23
907,Malik Sealy,1970-02-01,sealyma01,Malik Sealy,1970-02-01
911,Ervin Johnson,1967-12-21,johnser02,Ervin Johnson,1967-12-21
912,Rafael Addison,1964-07-22,addisra01,Rafael Addison,1964-07-22
913,Larry Johnson,1969-03-14,johnsla02,Larry Johnson,1969-03-14
914,Stanley Roberts,1970-02-07,roberst01,Stanley Roberts,1970-02-07
915,Rodney Rogers,1971-06-20,rogerro01,Rodney Rogers,1971-06-20
916,Corie Blount,1969-01-04,blounco01,Corie Blount,1969-01-04
917,Jack Haley,1964-01-27,haleyja01,Jack Haley,1964-01-27
919,Loy Vaught,1968-02-27,vaughlo01,Loy Vaught,1968-02-27
920,A.C. Green,1963-10-04,greenac01,A.C. Green,1963-10-04
921,Brad Daugherty,1965-10-19,daughbr01,Brad Daugherty,1965-10-19
922,Elden Campbell,1968-07-23,campbel01,Elden Campbell,1968-07-23
923,Donyell Marshall,1973-05-18,marshdo01,Donyell Marshall,1973-05-18
924,Anthony Goldwire,1971-09-06,goldwan01,Anthony Goldwire,1971-09-06
925,Sean Higgins,1968-12-30,higgise01,Sean Higgins,1968-12-30
926,Alvin Robertson,1962-07-22,roberal01,Alvin Robertson,1962-07-22
927,John Salley,1964-05-16,sallejo01,John Salley,1964-05-16
928,Robert Churchwell,1972-02-20,churcro01,Robert Churchwell,1972-02-20
929,Tracy Moore,1965-12-28,mooretr01,Tracy Moore,1965-12-28
930,Kenny Gattison,1964-05-23,gattike01,Kenny Gattison,1964-05-23
931,Don MacLean,1970-01-16,macledo01,Don MacLean,1970-01-16
932,Oliver Miller,1970-04-06,milleol01,Oliver Miller,1970-04-06
934,Derrick Coleman,1967-06-21,colemde01,Derrick Coleman,1967-06-21
935,Bryon Russell,1970-12-31,russebr01,Bryon Russell,1970-12-31
937,Scottie Pippen,1965-09-25,pippesc01,Scottie Pippen,1965-09-25
938,Rony Seikaly,1965-05-10,seikaro01,Rony Seikaly,1965-05-10
939,Pete Myers,1963-09-15,myerspe01,Pete Myers,1963-09-15
940,Earl Cureton,1957-09-03,curetea01,Earl Cureton,1957-09-03
941,Ennis Whatley,1962-08-11,whatlen01,Ennis Whatley,1962-08-11
942,Todd Mundt,1970-05-17,mundtto01,Todd Mundt,1970-05-17
943,Ryan Lorthridge,1972-07-27,lorthry01,Ryan Lorthridge,1972-07-27
944,Eric Anderson,1970-05-26,anderer01,Eric Anderson,1970-05-26
947,Allen Iverson,1975-06-07,iversal01,Allen Iverson,1975-06-07
948,Marcus Camby,1974-03-22,cambyma01,Marcus Camby,1974-03-22
949,Shareef Abdur-Rahim,1976-12-11,abdursh01,Shareef Abdur-Rahim,1976-12-11
950,Stephon Marbury,1977-02-20,marbust01,Stephon Marbury,1977-02-20
951,Ray Allen,1975-07-20,allenra02,Ray Allen,1975-07-20
952,Antoine Walker,1976-08-12,walkean02,Antoine Walker,1976-08-12
953,Lorenzen Wright,1975-11-04,wrighlo02,Lorenzen Wright,1975-11-04
954,Kerry Kittles,1974-06-12,kittlke01,Kerry Kittles,1974-06-12
955,Samaki Walker,1976-02-25,walkesa01,Samaki Walker,1976-02-25
956,Erick Dampier,1975-07-14,dampier01,Erick Dampier,1975-07-14
957,Todd Fuller,1974-07-25,fulleto02,Todd Fuller,1974-07-25
958,Vitaly Potapenko,1975-03-21,potapvi01,Vitaly Potapenko,1975-03-21
959,Steve Nash,1974-02-07,nashst01,Steve Nash,1974-02-07
960,Tony Delk,1974-01-28,delkto01,Tony Delk,1974-01-28
961,John Wallace,1974-02-09,wallajo01,John Wallace,1974-02-09
962,Walter McCarty,1974-02-01,mccarwa01,Walter McCarty,1974-02-01
963,Dontae' Jones,1975-06-02,jonesdo01,Dontae' Jones,1975-06-02
964,Roy Rogers,1973-08-19,rogerro02,Roy Rogers,1973-08-19
965,Derek Fisher,1974-08-09,fishede01,Derek Fisher,1974-08-09
966,Jerome Williams,1973-05-10,willije01,Jerome Williams,1973-05-10
967,Brian Evans,1973-09-13,evansbr01,Brian Evans,1973-09-13
968,Priest Lauderdale,1973-08-31,laudepr01,Priest Lauderdale,1973-08-31
969,Travis Knight,1974-09-13,knightr01,Travis Knight,1974-09-13
970,Othella Harrington,1974-01-31,harriot01,Othella Harrington,1974-01-31
971,Mark Hendrickson,1974-06-23,hendrma01,Mark Hendrickson,1974-06-23
976,Jeff McInnis,1974-10-22,mcinnje01,Jeff McInnis,1974-10-22
977,Kobe Bryant,1978-08-23,bryanko01,Kobe Bryant,1978-08-23
978,Peja Stojakovic,1977-06-09,stojape01,Peja Stojakovic,1977-06-09
979,Jermaine O'Neal,1978-10-13,onealje01,Jermaine O'Neal,1978-10-13
980,Zydrunas Ilgauskas,1975-06-05,ilgauzy01,Zydrunas Ilgauskas,1975-06-05
981,Efthimios Rentzias,1976-01-11,rentzef01,Efthimi Rentzias,1976-01-11
982,Martin Muursepp,1974-09-26,muursma01,Martin Muursepp,1974-09-26
983,Moochie Norris,1973-07-27,norrimo01,Moochie Norris,1973-07-27
984,Steve Hamer,1973-11-13,hamerst01,Steve Hamer,1973-11-13
986,Marcus Mann,1973-12-19,mannma01,Marcus Mann,
987,Jason Sasser,1974-01-13,sasseja01,Jason Sasser,1974-01-13
988,Randy Livingston,1975-04-02,livinra01,Randy Livingston,1975-04-02
989,Ben Davis,1972-12-26,davisbe01,Ben Davis,1972-12-26
990,Malik Rose,1974-11-23,rosema01,Malik Rose,1974-11-23
992,Marcus Brown,1974-04-03,brownma01,Marcus Brown,1974-04-03
994,Jamie Feick,1974-07-03,feickja01,Jamie Feick,1974-07-03
997,Chris Robinson,1974-04-02,robinch01,Chris Robinson,1974-04-02
998,Mark Pope,1972-09-11,popema01,Mark Pope,1972-09-11
999,Jeff Nordgaard,1973-02-23,nordgje01,Jeff Nordgaard,1973-02-23
1000,Shandon Anderson,1973-12-31,andersh01,Shandon Anderson,1973-12-31
1002,Reggie Geary,1973-08-31,gearyre01,Reggie Geary,1973-08-31
1003,Drew Barry,1973-02-17,barrydr01,Drew Barry,1973-02-17
1005,Walt Williams,1970-04-16,williwa02,Walt Williams,1970-04-16
1006,Herb Williams,1958-02-16,willihe01,Herb Williams,1958-02-16
1007,Luther Wright,1971-09-22,wrighlu01,Luther Wright,1971-09-22
1008,Johnny Dawkins,1963-09-28,dawkijo01,Johnny Dawkins,1963-09-28
1010,Randy Woods,1970-09-23,woodsra01,Randy Woods,1970-09-23
1022,Julius Nwosu,1971-05-01,nwosuju01,Julius Nwosu,1971-05-01
1023,Emanual Davis,1968-08-27,davisem01,Emanual Davis,1968-08-27
1024,Horacio Llamas,1973-07-17,llamaho01,Horacio Llamas Grey,1973-07-17
1026,Evric Gray,1969-12-13,grayev01,Evric Gray,1969-12-13
1027,Trevor Wilson,1968-03-16,wilsotr01,Trevor Wilson,1968-03-16
1030,Duane Cooper,1969-06-25,coopedu01,Duane Cooper,1969-06-25
1032,Darvin Ham,1973-07-23,hamda01,Darvin Ham,1973-07-23
1034,LeRon Ellis,1969-04-28,ellisle02,LeRon Ellis,1969-04-28
1035,Shawnelle Scott,1972-06-16,scottsh01,Shawnelle Scott,1972-06-16
1036,Litterial Green,1970-03-07,greenli01,Litterial Green,1970-03-07
1037,Stojko Vrankovic,1964-01-22,vrankst01,Stojko Vrankovic,1964-01-22
1038,Juaquin Hawkins,1973-07-02,hawkiju01,Juaquin Hawkins,1973-07-02
1041,Nate Driggers,1973-10-12,driggna01,Nate Driggers,1973-10-12
1043,Amal McCaskill,1973-10-28,mccasam01,Amal McCaskill,1973-10-28
1049,Shane Heal,1970-09-06,healsh01,Shane Heal,1970-09-06
1051,Dean Garrett,1966-11-27,garrede01,Dean Garrett,1966-11-27
1052,Ben Handlogten,1973-11-16,handlbe01,Ben Handlogten,1973-11-16
1054,Jerrod Mustaf,1969-10-28,mustaje01,Jerrod Mustaf,1969-10-28
1055,Ed Stokes,1971-09-03,stokeed01,Ed Stokes,1971-09-03
1059,Aleksandar Djordjevic,1967-08-26,djordal01,Aleksandar Dordevic,1967-08-26
1061,William Cunningham,1974-03-25,cunniwi01,William Cunningham,1974-03-25
1063,Carl Thomas,1969-10-03,thomaca01,Carl Thomas,1969-10-03
1064,Brent Scott,1971-06-15,scottbr01,Brent Scott,1971-06-15
1065,Erick Strickland,1973-11-25,stricer01,Erick Strickland,1973-11-25
1067,Jeff Webster,1971-02-19,webstje01,Jeff Webster,1971-02-19
1068,Greg Dreiling,1962-11-07,dreilgr01,Greg Dreiling,1962-11-07
1070,Devin Gray,1972-05-31,grayde01,Devin Gray,1972-05-31
1073,Reggie Slater,1970-08-27,slatere01,Reggie Slater,1970-08-27
1074,Matt Maloney,1971-12-06,malonma01,Matt Maloney,1971-12-06
1075,Michael McDonald,1969-02-13,mcdonmi01,Michael McDonald,1969-02-13
1077,Ray Owes,1972-12-11,owesra01,Ray Owes,1972-12-11
1080,Henry James,1965-07-29,jameshe01,Henry James,1965-07-29
1085,Ira Bowman,1973-06-11,bowmair01,Ira Bowman,1973-06-11
1086,Joe Stephens,1973-01-28,stephjo01,Joe Stephens,1973-01-28
1088,Chucky Atkins,1974-08-14,atkinch01,Chucky Atkins,1974-08-14
1089,Kevin Salvadori,1970-12-30,salvake01,Kevin Salvadori,1970-12-30
1090,Pat Durham,1967-03-10,durhapa01,Pat Durham,1967-03-10
1091,Mike Smrek,1962-08-31,smrekmi01,Mike Smrek,1962-08-31
1093,Gaylon Nickerson,1969-02-05,nickega01,Gaylon Nickerson,1969-02-05
1096,Ivano Newbill,1970-12-12,newbiiv01,Ivano Newbill,1970-12-12
1097,Zarko Paspalj,1966-03-27,paspaza01,arko Paspalj,1966-03-27
1099,Matt Steigenga,1970-03-27,steigma01,Matt Steigenga,1970-03-27
1100,Ian Lockhart,1967-06-25,lockhia01,Ian Lockhart,1967-06-25
1101,Rich King,1969-04-04,kingri01,Rich King,1969-04-04
1106,Donald Hodge,1969-02-25,hodgedo01,Donald Hodge,1969-02-25
1108,Tony Farmer,1970-01-03,farmeto01,Tony Farmer,1970-01-03
1109,James Scott,1972-06-06,scottja01,James Scott,1972-06-06
1110,Mark Strickland,1970-07-14,stricma01,Mark Strickland,1970-07-14
1112,Ben Wallace,1974-09-10,wallabe01,Ben Wallace,1974-09-10
1114,Jaren Jackson,1967-10-27,jacksja01,Jaren Jackson,1967-10-27
1116,Melvin Newbern,1967-06-11,newbeme01,Melvin Newbern,1967-06-11
1117,John Shasky,1964-07-31,shaskjo01,John Shasky,1964-07-31
1118,Tim Kempton,1964-01-25,kemptti01,Tim Kempton,1964-01-25
1120,Elmer Bennett,1970-02-13,benneel01,Elmer Bennett,1970-02-13
1121,Dexter Boney,1970-04-27,boneyde01,Dexter Boney,1970-04-27
1122,Dominique Wilkins,1960-01-12,wilkido01,Dominique Wilkins,1960-01-12
1123,Greg Kite,1961-08-05,kitegr01,Greg Kite,1961-08-05
1125,Larry Stewart,1968-09-21,stewala01,Larry Stewart,1968-09-21
1126,Donald Whiteside,1969-04-25,whitedo01,Donald Whiteside,1969-04-25
1127,Charles Claxton,1970-12-13,claxtch01,Charles Claxton,1970-12-13
1128,Stephen Howard,1970-07-15,howarst01,Stephen Howard,1970-07-15
1129,Ruben Nembhard,1972-02-20,nembhru01,Ruben Nembhard,1972-02-20
1131,Jimmy Carruth,1969-11-04,carruji01,Jimmy Carruth,1969-11-04
1132,Larry Sykes,1973-04-11,sykesla01,Larry Sykes,1973-04-11
1133,Corey Beck,1971-05-27,beckco01,Corey Beck,1971-05-27
1134,Ike Austin,1969-08-18,austiis01,Isaac Austin,1969-08-18
1136,Brett Szabo,1968-02-01,szabobr01,Brett Szabo,1968-02-01
1137,Chris Jent,1970-01-11,jentch01,Chris Jent,1970-01-11
1138,Michael Hawkins,1972-10-28,hawkimi01,Michael Hawkins,1972-10-28
1361,Mark Bradtke,1968-09-27,bradtma01,Mark Bradtke,1968-09-27
1365,Xavier McDaniel,1963-06-04,mcdanxa01,Xavier McDaniel,1963-06-04
1380,Lloyd Daniels,1967-09-04,daniell01,Lloyd Daniels,1967-09-04
1381,John Long,1956-08-28,longjo01,John Long,1956-08-28
1425,Aaron Williams,1971-10-02,williaa01,Aaron Williams,1971-10-02
1429,Jimmy Oliver,1969-07-12,oliveji01,Jimmy Oliver,1969-07-12
1432,Joe Courtney,1969-10-17,courtjo01,Joe Courtney,1969-10-17
1434,Dragan Tarlac,1973-05-09,tarladr01,Dragan Tarlac,1973-05-09
1442,Zeljko Rebraca,1972-04-09,rebraze01,eljko Rebraca,1972-04-09
1444,Lawrence Funderburke,1970-12-15,fundela01,Lawrence Funderburke,1970-12-15
1449,Larry Bird,1956-12-07,birdla01,Larry Bird,1956-12-07
1450,Kevin McHale,1957-12-19,mchalke01,Kevin McHale,1957-12-19
1453,Walter Davis,1954-09-09,daviswa03,Walter Davis,1954-09-09
1456,Randy Wittman,1959-10-28,wittmra01,Randy Wittman,1959-10-28
1460,James Worthy,1961-02-27,worthja01,James Worthy,1961-02-27
1472,Tom Chambers,1959-06-21,chambto01,Tom Chambers,1959-06-21
1474,Larry Krystkowiak,1964-09-23,krystla01,Larry Krystkowiak,1964-09-23
1477,Bruce Bowen,1971-06-14,bowenbr01,Bruce Bowen,1971-06-14
1478,Stevin Smith,1972-01-24,smithst02,Stevin Smith,1972-01-24
1479,Mike Brown,1963-07-19,brownmi01,Mike Brown,1963-07-19
1489,Lionel Simmons,1968-11-14,simmoli01,Lionel Simmons,1968-11-14
1495,Tim Duncan,1976-04-25,duncati01,Tim Duncan,1976-04-25
1496,Keith Van Horn,1975-10-23,vanhoke01,Keith Van Horn,1975-10-23
1497,Chauncey Billups,1976-09-25,billuch01,Chauncey Billups,1976-09-25
1498,Antonio Daniels,1975-03-19,daniean01,Antonio Daniels,1975-03-19
1499,Tony Battie,1976-02-11,battito01,Tony Battie,1976-02-11
1500,Ron Mercer,1976-05-18,mercero01,Ron Mercer,1976-05-18
1501,Tim Thomas,1977-02-26,thomati01,Tim Thomas,1977-02-26
1502,Adonal Foyle,1975-03-09,foylead01,Adonal Foyle,1975-03-09
1503,Tracy McGrady,1979-05-24,mcgratr01,Tracy McGrady,1979-05-24
1504,Danny Fortson,1976-03-27,fortsda01,Danny Fortson,1976-03-27
1505,Tariq Abdul-Wahad,1974-11-03,abdulta01,Tariq Abdul-Wahad,1974-11-03
1506,Austin Croshere,1975-05-01,croshau01,Austin Croshere,1975-05-01
1507,Derek Anderson,1974-07-18,anderde01,Derek Anderson,1974-07-18
1508,Maurice Taylor,1976-10-30,tayloma01,Maurice Taylor,1976-10-30
1509,Kelvin Cato,1974-08-26,catoke01,Kelvin Cato,1974-08-26
1510,Brevin Knight,1975-11-08,knighbr01,Brevin Knight,1975-11-08
1511,Johnny Taylor,1974-06-04,taylojo01,Johnny Taylor,1974-06-04
1512,Chris Anstey,1975-01-01,anstech01,Chris Anstey,1975-01-01
1513,Scot Pollard,1975-02-12,pollasc01,Scot Pollard,1975-02-12
1514,Paul Grant,1974-01-06,grantpa01,Paul Grant,1974-01-06
1515,Anthony Parker,1975-06-19,parkean01,Anthony Parker,1975-06-19
1516,Ed Gray,1975-09-27,grayed01,Ed Gray,1975-09-27
1517,Bobby Jackson,1973-03-13,jacksbo01,Bobby Jackson,1973-03-13
1518,Rodrick Rhodes,1973-09-24,rhodero01,Rodrick Rhodes,1973-09-24
1519,John Thomas,1975-09-08,thomajo02,John Thomas,1975-09-08
1520,Charles Smith,1975-08-22,smithch04,Charles Smith,1975-08-22
1521,Jacque Vaughn,1975-02-11,vaughja01,Jacque Vaughn,1975-02-11
1522,Keith Booth,1974-10-09,boothke01,Keith Booth,1974-10-09
1525,Charles O'Bannon,1975-02-22,obannch01,Charles O'Bannon,1975-02-22
1526,James Cotton,1975-12-14,cottoja02,James Cotton,1975-12-14
1527,Marko Milic,1977-05-07,milicma01,Marko Milic,1977-05-07
1528,Bubba Wells,1974-07-26,wellsbu01,Bubba Wells,1974-07-26
1529,Kebu Stewart,1973-12-19,stewake01,Kebu Stewart,1973-12-19
1530,James Collins,1973-11-05,collija01,James Collins,1973-11-05
1531,Marc Jackson,1975-01-16,jacksma02,Marc Jackson,1975-01-16
1532,Jerald Honeycutt,1974-10-20,honeyje01,Jerald Honeycutt,1974-10-20
1533,Anthony Johnson,1974-10-02,johnsan02,Anthony Johnson,1974-10-02
1535,Jason Lawson,1974-09-02,lawsoja01,Jason Lawson,1974-09-02
1536,Stephen Jackson,1978-04-05,jacksst02,Stephen Jackson,1978-04-05
1538,Cedric Henderson,1975-03-11,hendece02,Cedric Henderson,1975-03-11
1539,God Shammgod,1976-04-29,shammgo01,God Shammgod,1976-04-29
1540,Eric Washington,1974-03-23,washier01,Eric Washington,1974-03-23
1541,Alvin Williams,1974-08-06,willial02,Alvin Williams,1974-08-06
1542,Predrag Drobnjak,1975-10-27,drobnpr01,Predrag Drobnjak,1975-10-27
1544,Chris Crawford,1975-05-13,crawfch01,Chris Crawford,1975-05-13
1545,DeJuan Wheat,1973-10-14,wheatde01,DeJuan Wheat,1973-10-14
1548,Mark Blount,1975-11-30,blounma01,Mark Blount,1975-11-30
1554,Jamal Robinson,1973-12-27,robinja03,Jamal Robinson,1973-12-27
1559,Adrian Griffin,1974-07-04,griffad01,Adrian Griffin,1974-07-04
1562,Gerard King,1972-11-25,kingge02,Gerard King,1972-11-25
1563,Kevin Ollie,1972-12-27,ollieke01,Kevin Ollie,1972-12-27
1564,Etdrick Bohannon,1973-05-29,bohanet01,Etdrick Bohannon,1973-05-29
1565,Michael Stewart,1975-04-25,stewami01,Michael Stewart,1975-04-25
1569,Keith Closs,1976-04-03,closske01,Keith Closs,1976-04-03
1572,Nate Huffman,1975-04-02,huffmna01,Nate Huffman,1975-04-02
1575,Derek Grimm,1974-08-03,grimmde01,Derek Grimm,1974-08-03
1576,Travis Williams,1969-05-27,willitr01,Travis Williams,1969-05-27
1577,Darnell Mee,1971-02-11,meeda01,Darnell Mee,1971-02-11
1578,Shea Seals,1975-08-26,sealssh01,Shea Seals,1975-08-26
1585,Brandon Williams,1975-02-27,willibr01,Brandon Williams,1975-02-27
1591,Alvin Sims,1974-10-18,simsal01,Alvin Sims,1974-10-18
1593,Charles Shackleford,1966-04-22,shackch01,Charles Shackleford,1966-04-22
1594,Rick Brunson,1972-06-14,brunsri01,Rick Brunson,1972-06-14
1600,Kornel David,1971-10-22,davidko01,Kornel David,1971-10-22
1601,Rusty LaRue,1973-12-10,larueru01,Rusty LaRue,1973-12-10
1603,Walter Bond,1969-02-01,bondwa01,Walter Bond,1969-02-01
1607,Troy Hudson,1976-03-13,hudsotr01,Troy Hudson,1976-03-13
1609,Art Long,1972-10-01,longar01,Art Long,1972-10-01
1612,Chris Garner,1975-02-02,garnech01,Chris Garner,1975-02-02
1619,Kiwane Garris,1974-09-24,garriki01,Kiwane Garris,1974-09-24
1622,Rodney McCray,1961-08-29,mccraro01,Rodney McCray,1961-08-29
1628,Alan Ogg,1967-07-05,oggal01,Alan Ogg,1967-07-05
1630,Mikki Moore,1975-11-04,mooremi01,Mikki Moore,1975-11-04
1631,Billy Thompson,1963-12-01,thompbi01,Billy Thompson,1963-12-01
1635,Malcolm Mackey,1970-07-11,mackema01,Malcolm Mackey,1970-07-11
1666,Gerald Madkins,1969-04-18,madkige01,Gerald Madkins,1969-04-18
1667,Steve Henson,1968-02-02,hensost01,Steve Henson,1968-02-02
1677,Harold Ellis,1970-10-07,ellisha01,Harold Ellis,1970-10-07
1680,Brian Oliver,1968-06-01,olivebr01,Brian Oliver,1968-06-01
1682,Reggie Hanson,1968-10-06,hansore01,Reggie Hanson,1968-10-06
1683,Larry Robinson,1968-01-11,robinla01,Larry Robinson,1968-01-11
1709,Michael Olowokandi,1975-04-03,olowomi01,Michael Olowokandi,1975-04-03
1710,Mike Bibby,1978-05-13,bibbymi01,Mike Bibby,1978-05-13
1711,Raef LaFrentz,1976-05-29,lafrera01,Raef LaFrentz,1976-05-29
1712,Antawn Jamison,1976-06-12,jamisan01,Antawn Jamison,1976-06-12
1713,Vince Carter,1977-01-26,cartevi01,Vince Carter,1977-01-26
1714,Robert Traylor,1977-02-01,traylro01,Robert Traylor,1977-02-01
1715,Jason Williams,1975-11-18,willija02,Jason Williams,1975-11-18
1716,Larry Hughes,1979-01-23,hughela01,Larry Hughes,1979-01-23
1717,Dirk Nowitzki,1978-06-19,nowitdi01,Dirk Nowitzki,1978-06-19
1718,Paul Pierce,1977-10-13,piercpa01,Paul Pierce,1977-10-13
1719,Bonzi Wells,1976-09-28,wellsbo01,Bonzi Wells,1976-09-28
1720,Michael Doleac,1977-06-15,doleami01,Michael Doleac,1977-06-15
1721,Keon Clark,1975-04-16,clarkke01,Keon Clark,1975-04-16
1722,Michael Dickerson,1975-06-25,dickemi01,Michael Dickerson,1975-06-25
1723,Matt Harpring,1976-05-31,harprma01,Matt Harpring,1976-05-31
1724,Bryce Drew,1974-09-21,drewbr01,Bryce Drew,1974-09-21
1725,Rasho Nesterovic,1976-05-30,nestera01,Rasho Nesterovic,1976-05-30
1726,Mirsad Turkcan,1976-06-07,turkcmi01,Mirsad Turkcan,1976-06-07
1727,Pat Garrity,1976-08-23,garripa01,Pat Garrity,1976-08-23
1728,Roshown McLeod,1975-11-17,mcleoro01,Roshown McLeod,1975-11-17
1729,Ricky Davis,1979-09-23,davisri01,Ricky Davis,1979-09-23
1730,Brian Skinner,1976-05-19,skinnbr01,Brian Skinner,1976-05-19
1731,Tyronn Lue,1977-05-03,luety01,Tyronn Lue,1977-05-03
1732,Felipe Lopez,1974-12-19,lopezfe01,Felipe Lopez,1974-12-19
1733,Al Harrington,1980-02-17,harrial01,Al Harrington,1980-02-17
1734,Sam Jacobson,1975-07-22,jacobsa01,Sam Jacobson,1975-07-22
1735,Vladimir Stepania,1976-05-08,stepavl01,Vladimir Stepania,1976-05-08
1736,Corey Benjamin,1978-02-24,benjaco01,Corey Benjamin,1978-02-24
1737,Nazr Mohammed,1977-09-05,mohamna01,Nazr Mohammed,1977-09-05
1738,Ansu Sesay,1976-07-29,sesayan01,Ansu Sesay,1976-07-29
1739,Ruben Patterson,1975-07-31,patteru01,Ruben Patterson,1975-07-31
1740,Rashard Lewis,1979-08-08,lewisra02,Rashard Lewis,1979-08-08
1741,Jelani McCoy,1977-12-06,mccoyje01,Jelani McCoy,1977-12-06
1742,Shammond Williams,1975-04-05,willish01,Shammond Williams,1975-04-05
1743,Bruno Sundov,1980-02-10,sundobr01,Bruno undov,1980-02-10
1744,Jerome James,1975-11-17,jamesje01,Jerome James,1975-11-17
1745,Casey Shaw,1975-07-20,shawca01,Casey Shaw,1975-07-20
1746,DeMarco Johnson,1975-10-06,johnsde02,DeMarco Johnson,1975-10-06
1747,Rafer Alston,1976-07-24,alstora01,Rafer Alston,1976-07-24
1748,Korleone Young,1978-12-31,youngko01,Korleone Young,1978-12-31
1749,Cuttino Mobley,1975-09-01,moblecu01,Cuttino Mobley,1975-09-01
1750,Miles Simon,1975-11-21,simonmi01,Miles Simon,1975-11-21
1751,Jahidi White,1976-02-19,whiteja01,Jahidi White,1976-02-19
1752,Sean Marks,1975-08-23,marksse01,Sean Marks,1975-08-23
1753,Toby Bailey,1975-11-19,baileto01,Toby Bailey,1975-11-19
1754,Andrae Patterson,1975-11-12,pattean01,Andrae Patterson,1975-11-12
1755,Tyson Wheeler,1975-10-08,wheelty01,Tyson Wheeler,1975-10-08
1756,Ryan Stack,1975-07-24,stackry01,Ryan Stack,1975-07-24
1757,Cory Carr,1975-12-05,carrco01,Cory Carr,1975-12-05
1760,Derrick Dial,1975-12-20,dialde01,Derrick Dial,1975-12-20
1761,Greg Buckner,1976-09-16,buckngr01,Greg Buckner,1976-09-16
1762,Tremaine Fowlkes,1976-04-11,fowlktr01,Tremaine Fowlkes,1976-04-11
1763,Ryan Bowen,1975-11-20,bowenry01,Ryan Bowen,1975-11-20
1764,J.R. Henderson,1976-10-30,hendejr01,J.R. Henderson,1976-10-30
1765,Torraye Braggs,1976-05-15,braggto01,Torraye Braggs,1976-05-15
1766,Maceo Baston,1975-05-29,bastoma01,Maceo Baston,1975-05-29
1800,Damon Jones,1976-08-25,jonesda01,Damon Jones,1976-08-25
1801,Jonathan Kerner,1974-06-06,kernejo01,Jonathan Kerner,1974-06-06
1802,Brad Miller,1976-04-12,millebr01,Brad Miller,1976-04-12
1806,James Blackwell,1968-02-25,blackja01,James Blackwell,1968-02-25
1814,Chris Smith,1970-05-17,smithch03,Chris Smith,1970-05-17
1817,Adonis Jordan,1970-08-21,jordaad01,Adonis Jordan,1970-08-21
1819,John Turner,1967-11-30,turnejo01,John Turner,1967-11-30
1820,Kelly McCarty,1975-08-24,mccarke01,Kelly McCarty,1975-08-24
1821,Mark Randall,1967-09-30,randama01,Mark Randall,1967-09-30
1823,Makhtar N'diaye,1973-12-12,ndiayma01,Makhtar N'Diaye,
1824,Peter Aluma,1973-04-23,alumape01,Peter Aluma,1973-04-23
1829,Ike Fontaine,1975-04-16,fontais01,Isaac Fontaine,1975-04-16
1831,Marlon Garnett,1975-07-03,garnema01,Marlon Garnett,1975-07-03
1838,Tyrone Nesby,1976-01-31,nesbyty01,Tyrone Nesby,1976-01-31
1839,Randy White,1967-11-04,whitera01,Randy White,1967-11-04
